dx,gb,dz,gb_energy,variance,acquisition
0.7,1.0,2.9,1.1472979397710448,0.010271302613451532,1.1897341406232032
0.7,1.0,3.0,1.1243716411476217,0.009993916561894023,1.1672652040979699
0.7,1.0,3.1,1.08783997637629,0.010921569285906776,1.1166602805137555
0.7,1.0,3.2,1.0553778104346363,0.013345682726719633,1.0422858438773503
0.7,1.0,3.3,1.0356236509561096,0.015721761126445015,0.968957391403658
0.7,1.0,3.4,1.025144242906195,0.015722177716573596,0.9277252316334802
0.7,1.0,3.5,1.0212682866566838,0.014259342234932249,0.9265612798361638
0.7,1.0,3.6,1.022707191631462,0.013828458792322404,0.9494610612659141
0.8,1.0,0.0,1.0987103200751913,0.017459882038135192,1.3126094110007924
0.8,1.0,0.1,1.0700655184435286,0.016314237386864047,1.3395540327333542
0.8,1.0,0.2,1.0558825150588012,0.015843722436505198,1.3081430753421746
0.8,1.0,0.3,1.0579486927035318,0.01657284492893584,1.2448122648842674
0.8,1.0,0.4,1.0772366709292216,0.017676944266629156,1.1760870851042682
0.8,1.0,0.5,1.1002403149058997,0.017272518554837833,1.1200846786095906
0.8,1.0,0.6,1.1069127538451309,0.015317306773207872,1.0851307601581426
0.8,1.0,0.7,1.0940865308794765,0.01354984798426646,1.0676747965256594
